sale	O	-
de	O	-
su	O	-
región	O	-
.	O	-

Es	O	-
un	O	-
arma	O	-
de	O	-
presión	O	-
política	O	-
para	O	-
no	O	-
quedar	O	-
marginada	O	-
cara	O	-
a	O	-
las	O	-
inversiones	O	-
públicas	O	-
a	O	-
las	O	-
que	O	-
justamente	O	-
aspira	O	-
para	O	-
su	O	-
desarrollo	O	-
.	O	-

Y	O	-
debe	O	-
recibirlas	O	-
.	O	-

De	O	-
hecho	O	-
,	O	-
ya	O	-
figura	O	-
en	O	-
segundo	O	-
lugar	O	-
en	O	-
las	O	-
previsiones	O	-
de	O	-
gastos	O	-
por	O	-
comunidades	O	-
fijadas	O	-
en	O	-
el	O	-
plan	O	-
,	O	-
detrás	O	-
de	O	-
las	O	-
de	O	-
Andalucía	O	-
.	O	-

Agua	O	-
para	O	-
las	O	-
zonas	O	-
sedientas	O	-
e	O	-
inversiones	O	-
para	O	-
una	O	-
región	O	-
que	O	-
no	O	-
quiere	O	-
quedar	O	-
marginada	O	-
.	O	-

Es	O	-
justo	O	-
.	O	-

A	O	-
ver	O	-
si	O	-
conseguimos	O	-
avanzar	O	-
en	O	-
este	O	-
tema	O	-
sin	O	-
disputas	O	-
ni	O	-
demagogias	O	-
.	O	-

*!-DCTVALUE="2000-10-01"-!*	O	-

El	O	-
consejo	O	-
de	O	-
administración	O	-
de	O	-
Enagás	O	-
ha	O	-
nombrado	O	-
a	O	-
Guzmán	O	-
Solana	O	-
presidente	O	-
ejecutivo	O	-
de	O	-
la	O	-
compañía	O	-
en	O	-
sustitución	O	-
de	O	-
Antoni	O	-
Brufau	O	-
,	O	-
que	O	-
ha	O	-
renunciado	O	-
al	O	-
cargo	O	-
.	O	-

Solana	O	-
abandonará	O	-
el	O	-
puesto	O	-
de	O	-
consejero	O	-
que	O	-
tenía	O	-
hasta	O	-
ahora	B-DATE	PRESENT_REF
.	O	-

La	O	-
compañía	O	-
,	O	-
además	O	-
,	O	-
ha	O	-
nombrado	O	-
consejero	O	-
a	O	-
Antonio	O	-
González-Adalid	O	-
,	O	-
vicepresidente	O	-
ejecutivo	O	-
de	O	-
Gas	O	-
y	O	-
Electricidad	O	-
de	O	-
Repsol	O	-
YPF	O	-
.	O	-

*!-DCTVALUE="2001-01-02"-!*	O	-

Les	O	-
Borges	O	-
Blanques	O	-
El	O	-
ayuntamiento	O	-
cederá	O	-
una	O	-
finca	O	-
para	O	-
construir	O	-
una	O	-
residencia	O	-
que	O	-
podría	O	-
tener	O	-
80	O	-
plazas	O	-
.	O	-

Pide	O	-
a	O	-
cambio	O	-
que	O	-
se	O	-
dé	O	-
preferencia	O	-
a	O	-
los	O	-
enfermos	O	-
de	O	-
la	O	-
comarca	O	-
y	O	-
que	O	-
se	O	-
contrate	O	-
a	O	-
trabajadores	O	-
de	O	-
la	O	-
localidad	O	-
.	O	-

*!-DCTVALUE="1999-02-02"-!*	O	-

Hay	O	-
quien	O	-
confunde	O	-
el	O	-
viaje	O	-
al	O	-
centro	O	-
con	O	-
una	O	-
excursión	O	-
dominguera	O	-
y	O	-
los	O	-
congresos	O	-
políticos	O	-
con	O	-
unos	O	-
juegos	O	-
florales	O	-
.	O	-

En	O	-
nuestro	O	-
horizonte	O	-
público	O	-
,	O	-
como	O	-
en	O	-
la	O	-
capa	O	-
de	O	-
ozono	O	-
,	O	-
existen	O	-
agujeros	O	-
negros	O	-
por	O	-
los	O	-
que	O	-
se	O	-
precipitan	O	-
las	O	-
conquistas	O	-
sociales	O	-
.	O	-

Al	O	-
lobo	O	-
de	O	-
la	O	-
derecha	O	-
,	O	-
como	O	-
al	O	-
del	O	-
cuento	O	-
de	O	-
Caperucita	O	-
,	O	-
se	O	-
le	O	-
ven	O	-
las	O	-
orejas	O	-
y	O	-
las	O	-
intenciones	O	-
.	O	-

Unos	O	-
200	O	-
trabajadores	O	-
de	O	-
Efe	O	-
,	O	-
la	O	-
agencia	O	-
estatal	O	-
de	O	-
información	O	-
,	O	-
están	O	-
amenazados	O	-
por	O	-
la	O	-
regulación	O	-
de	O	-
empleo	O	-
.	O	-

Son	O	-
trabajadores	O	-
serios	O	-
,	O	-
honrados	O	-
,	O	-
imparciales	O	-
.	O	-

No	O	-
importa	O	-
.	O	-

Llevan	O	-
años	B-DURATION	PXY
al	O	-
servicio	O	-
de	O	-
la	O	-
empresa	O	-
informativa	O	-
dando	O	-
muestras	O	-
de	O	-
su	O	-
competencia	O	-
profesional	O	-
.	O	-

No	O	-
importa	O	-
.	O	-

Unos	O	-
han	O	-
ejercido	O	-
la	O	-
jefatura	O	-
de	O	-
delegaciones	O	-
en	O	-
el	O	-
extranjero	O	-
,	O	-
otros	O	-
han	O	-
desempeñado	O	-
puestos	O	-
de	O	-
dirección	O	-
en	O	-
nuestro	O	-
país	O	-
informando	O	-
con	O	-
rigor	O	-
y	O	-
objetividad	O	-
.	O	-

No	O	-
importa	O	-
.	O	-

Los	O	-
ministros	O	-
de	O	-
Trabajo	O	-
de	O	-
la	O	-
UE	O	-
acordaron	O	-
no	O	-
seguir	O	-
fomentando	O	-
las	O	-
jubilaciones	O	-
anticipadas	O	-
por	O	-
sus	O	-
altos	O	-
costes	O	-
laborales	O	-
y	O	-
sociales	O	-
.	O	-

No	O	-
importa	O	-
.	O	-

El	O	-
Gobierno	O	-
prometió	O	-
una	O	-
nueva	O	-
política	O	-
laboral	O	-
para	O	-
mantener	O	-
en	O	-
sus	O	-
empleos	O	-
a	O	-
los	O	-
mayores	O	-
de	O	-
65	B-DURATION	P65Y
años	I-DURATION	P65Y
que	O	-
no	O	-
deseen	O	-
jubilarse	O	-
.	O	-

No	O	-
importa	O	-
.	O	-

Ocupamos	O	-
uno	O	-
de	O	-
los	O	-
primeros	O	-
lugares	O	-
en	O	-
cuanto	O	-
a	O	-
número	O	-
de	O	-
desempleados	O	-
.	O	-

No	O	-
importa	O	-
.	O	-

En	O	-
la	O	-
campaña	O	-
electoral	O	-
prometieron	O	-
dar	O	-
prioridad	O	-
a	O	-
la	O	-
lucha	O	-
contra	O	-
el	O	-
paro	O	-
cuando	O	-
llegaran	O	-
al	O	-
Gobierno	O	-
.	O	-

No	O	-
importa	O	-
.	O	-

Los	O	-
periodistas	O	-
de	O	-
Efe	O	-
que	O	-
han	O	-
cumplido	O	-
57	B-DURATION	P57Y
años	I-DURATION	P57Y
están	O	-
directamente	O	-
amenazados	O	-
por	O	-
el	O	-
expediente	O	-
de	O	-
regulación	O	-
de	O	-
empleo	O	-
.	O	-

También	O	-
se	O	-
recurre	O	-
,	O	-
como	O	-
las	O	-
empresas	O	-
privadas	O	-
,	O	-
a	O	-
las	O	-
jubilaciones	O	-
anticipadas	O	-
para	O	-
hacer	O	-
recaer	O	-
sobre	O	-
la	O	-
Seguridad	O	-
Social	O	-
-	O	-
-	O	-
una	O	-
Seguridad	O	-
Social	O	-
que	O	-
recorta	O	-
fármacos	O	-
para	O	-
ahorrar	O	-
-	O	-
-	O	-
una	O	-
parte	O	-
de	O	-
los	O	-
costes	O	-
generados	O	-
por	O	-
la	O	-
medida	O	-
arbitraria	O	-
.	O	-

Después	O	-
nos	O	-
meten	O	-
el	O	-
miedo	O	-
en	O	-
el	O	-
cuerpo	O	-
con	O	-
el	O	-
futuro	O	-
de	O	-
las	O	-
pensiones	O	-
por	O	-
la	O	-
falta	O	-
de	O	-
recursos	O	-
.	O	-

Aunque	O	-
el	O	-
mercado	O	-
carece	O	-
de	O	-
alma	O	-
,	O	-
hay	O	-
razones	O	-
para	O	-
evitar	O	-
la	O	-
condena	O	-
a	O	-
muerte	O	-
laboral	O	-
de	O	-
personas	O	-
bien	O	-
capacitadas	O	-
para	O	-
su	O	-
profesión	O	-
.	O	-

A	O	-
las	O	-
empresas	O	-
directamente	O	-
dependientes	O	-
del	O	-
Gobierno	O	-
corresponde	O	-
predicar	O	-
con	O	-
el	O	-
ejemplo	O	-
.	O	-

Si	O	-
son	O	-
de	O	-
centro	O	-
,	O	-
claro	O	-
.	O	-

*!-DCTVALUE="2000-12-02"-!*	O	-

El	O	-
mayor	O	-
colectivo	O	-
beneficiado	O	-
por	O	-
el	O	-
indulto	O	-
masivo	O	-
aprobado	O	-
ayer	B-DATE	2000-12-01
es	O	-
el	O	-
de	O	-
los	O	-
insumisos	O	-
,	O	-
los	O	-
objetores	O	-
de	O	-
conciencia	O	-
que	O	-
se	O	-
negaron	O	-
a	O	-
realizar	O	-
cualquier	O	-
tipo	O	-
de	O	-
prestación	O	-
social	O	-
sustitutoria	O	-
del	O	-
servicio	O	-
militar	O	-
.	O	-

La	O	-
medida	O	-
alcanzará	O	-
a	O	-
460	O	-
,	O	-
todos	O	-
los	O	-
que	O	-
lo	O	-
habían	O	-
solicitado	O	-
y	O	-
que	O	-
no	O	-
estaban	O	-
condenados	O	-
por	O	-
otros	O	-
delitos	O	-
o	O	-
agravantes	O	-
.	O	-

De	O	-
los	O	-
indultados	O	-
,	O	-
sin	O	-
embargo	O	-
,	O	-
sólo	O	-
30	O	-
estaban	O	-
condenados	O	-
a	O	-
penas	O	-
de	O	-
cárcel	O	-
y	O	-
,	O	-
entre	O	-
éstos	O	-
,	O	-
``	O	-
casi	O	-
ninguno	O	-
``	O	-
se	O	-
encontraba	O	-
en	O	-
estos	B-DATE	PRESENT_REF
momentos	I-DATE	PRESENT_REF
en	O	-
prisión	O	-
,	O	-
según	O	-
el	O	-
Ministerio	O	-
de	O	-
Justicia	O	-
.	O	-

REHABILITADOS	O	-
Los	O	-
430	O	-
restantes	O	-
estaban	O	-
condenados	O	-
a	O	-
inhabilitación	O	-
para	O	-
desempeñar	O	-
trabajos	O	-
en	O	-
la	O	-
Administración	O	-
,	O	-
recibir	O	-
becas	O	-
,	O	-
subvenciones	O	-
y	O	-
firmar	O	-
contratos	O	-
con	O	-
organismos	O	-
oficiales	O	-
.	O	-

Todos	O	-
ellos	O	-
verán	O	-
extinguidas	O	-
esas	O	-
prohibiciones	O	-
.	O	-

Los	O	-
que	O	-
estaban	O	-
inhabilitados	O	-
por	O	-
10	B-DURATION	P10Y
años	I-DURATION	P10Y
,	O	-
según	O	-
el	O	-
Código	O	-
Penal	O	-
anterior	O	-
a	O	-
1998	B-DATE	1998
,	O	-
verán	O	-
rebajada	O	-
su	O	-
pena	O	-
a	O	-
cuatro	B-DURATION	P4Y
años	I-DURATION	P4Y
,	O	-
con	O	-
lo	O	-
que	O	-
ya	O	-
la	O	-
habrán	O	-
cumplido	O	-
.	O	-

A	O	-
los	O	-
condenados	O	-
hasta	O	-
cuatro	B-DURATION	P4Y
años	I-DURATION	P4Y
a	O	-
partir	O	-
de	O	-
1994	B-DATE	1994
se	O	-
les	O	-
ha	O	-
aplicado	O	-
el	O	-
indulto	O	-
total	O	-
.	O	-

INDULTO	O	-
SELECTIVO	O	-
El	O	-
portavoz	O	-
del	O	-
Movimiento	O	-
de	O	-
Objeción	O	-
de	O	-
Conciencia	O	-
(	O	-
MOC	O	-
)	O	-
,	O	-
Fernando	O	-
Hernández	O	-
,	O	-
celebró	O	-
el	O	-
indulto	O	-
,	O	-
que	O	-
atribuyó	O	-
al	O	-
``	O	-
clamor	O	-
social	O	-
``	O	-
,	O	-
pero	O	-
advirtió	O	-
de	O	-
que	O	-
es	O	-
un	O	-
``	O	-
indulto	O	-
selectivo	O	-
``	O	-
.	O	-

Según	O	-
sus	O	-
datos	O	-
,	O	-
``	O	-
hay	O	-
miles	O	-
de	O	-
insumisos	O	-
condenados	O	-
que	O	-
no	O	-
han	O	-
solicitado	O	-
el	O	-
indulto	O	-
porque	O	-
no	O	-
creen	O	-
haber	O	-
cometido	O	-
un	O	-
delito	O	-
,	O	-
sino	O	-
que	O	-
han	O	-
ejercido	O	-
su	O	-
derecho	O	-
a	O	-
la	O	-
desobediencia	O	-
civil	O	-
``	O	-
.	O	-

Hernández	O	-
recordó	O	-
,	O	-
además	O	-
,	O	-
que	O	-
los	O	-
considerados	O	-
desertores	O	-
del	O	-
Ejército	O	-
no	O	-
se	O	-
han	O	-
beneficiado	O	-
de	O	-
la	O	-
medida	O	-
,	O	-
al	O	-
aplicárseles	O	-
el	O	-
Código	O	-
Militar	O	-
.	O	-

ADVERTENCIA	O	-
DE	O	-
TRILLO	O	-
El	O	-
indulto	O	-
de	O	-
los	O	-
insumisos	O	-
ha	O	-
coincidido	O	-
con	O	-
la	O	-
llamada	O	-
a	O	-
filas	O	-
del	O	-
último	O	-
reemplazo	O	-
no	O	-
voluntario	O	-
,	O	-
lo	O	-
que	O	-
crea	O	-
una	O	-
situación	O	-
delicada	O	-
para	O	-
los	O	-
llamados	O	-
a	O	-
filas	O	-
que	O	-
ahora	B-DATE	PRESENT_REF
se	O	-
declaren	O	-
insumisos	O	-
.	O	-

A	O	-
este	O	-
respecto	O	-
,	O	-
el	O	-
ministro	O	-
de	O	-
Defensa	O	-
,	O	-
Federico	O	-
Trillo	O	-
,	O	-
advirtió	O	-
ayer	B-DATE	2000-12-01
de	O	-
que	O	-
el	O	-
que	O	-
no	O	-
se	O	-
incorpore	O	-
``	O	-
tendrá	O	-
las	O	-
medidas	O	-
sancionadoras	O	-
que	O	-
el	O	-
Estado	O	-
ha	O	-
previsto	O	-
``	O	-
.	O	-

``	O	-
La	O	-
insumisión	O	-
está	O	-
y	O	-
va	O	-
a	O	-
seguir	O	-
estando	O	-
vigente	O	-
el	B-DATE	2001
año	I-DATE	2001
próximo	I-DATE	2001
``	O	-
,	O	-
añadió	O	-
.	O	-

*!-DCTVALUE="1998-12-01"-!*	O	-

El	O	-
grupo	O	-
Agbar	O	-
quiere	O	-
comprar	O	-
una	O	-
distribuidora	O	-
de	O	-
agua	O	-
en	O	-
EEUU	O	-
.	O	-

El	O	-
grupo	O	-
superará	O	-
este	B-DATE	1998
año	I-DATE	1998
los	O	-
80.000	O	-
millones	O	-
previstos	O	-
en	O	-
inversiones	O	-
,	O	-
según	O	-
dijo	O	-
ayer	B-DATE	1998-11-30
su	O	-
presidente	O	-
,	O	-
Ricard	O	-
Fornesa	O	-
.	O	-

También	O	-
prevé	O	-
vender	O	-
su	O	-
0,5	O	-
%	O	-
en	O	-
Suez	O	-
Lyonnais	O	-
des	O	-
Eaux	O	-
por	O	-
22.000	O	-
millones	O	-
en	O	-
10	B-DURATION	P10Y
años	I-DURATION	P10Y
.	O	-

*!-DCTVALUE="1999-07-01"-!*	O	-

Al	O	-
asturiano	O	-
Yago	O	-
Lamela	O	-
le	O	-
ha	O	-
salido	O	-
otro	O	-
rival	O	-
de	O	-
consideración	O	-
cara	O	-
al	O	-
Mundial	O	-
de	O	-
Sevilla	O	-
.	O	-

El	O	-
estadounidense	O	-
Eric	O	-
Walder	O	-
,	O	-
medalla	O	-
de	O	-
bronce	O	-
en	O	-
el	O	-
pasado	B-DATE	PAST_REF
Mundial	O	-
en	O	-
pista	O	-
cubierta	O	-
de	O	-
Japón	O	-
,	O	-
saltó	O	-
ayer	B-DATE	1999-06-30
8,50	O	-
metros	O	-
en	O	-
Oslo	O	-
,	O	-
con	O	-
la	O	-
ayuda	O	-
,	O	-
ligeramente	O	-
excesiva	O	-
,	O	-
del	O	-
viento	O	-
.	O	-

Walder	O	-
superó	O	-
con	O	-
comodidad	O	-
al	O	-
jamaicano	O	-
James	O	-
Beckford	O	-
(	O	-
segundo	O	-
ayer	B-DATE	1999-06-30
,	O	-
con	O	-
8,33	O	-
)	O	-
y	O	-
se	O	-
ha	O	-
sumado	O	-
a	O	-
la	O	-
lista	O	-
de	O	-
posibles	O	-
medallistas	O	-
en	O	-
la	O	-
ciudad	O	-
andaluza	O	-
.	O	-

Lamela	O	-
ya	O	-
ha	O	-
saltado	O	-
este	B-DATE	1999
año	I-DATE	1999
8,56	O	-
en	O	-
condiciones	O	-
legales	O	-
,	O	-
mientras	O	-
que	O	-
el	O	-
líder	O	-
mundial	O	-
momentáneo	B-DATE	PRESENT_REF
es	O	-
el	O	-
cubano	O	-
Iván	O	-
Pedroso	O	-
,	O	-
doble	O	-
campeón	O	-
mundial	O	-
,	O	-
que	O	-
saltó	O	-
8,60	O	-
el	B-DATE	1999-06-26
pasado	I-DATE	1999-06-26
Sábado	I-DATE	1999-06-26
en	O	-
Padua	O	-
.	O	-

*!-DCTVALUE="2000-02-02"-!*	O	-

La	O	-
Reserva	O	-
Federal	O	-
(	O	-
Fed	O	-
)	O	-
inició	O	-
ayer	B-DATE	2000-02-01
una	O	-
reunión	O	-
de	O	-
dos	B-DURATION	P2D
días	I-DURATION	P2D
.	O	-

Las	O	-
expectativas	O	-
no	O	-
se	O	-
centran	O	-
en	O	-
si	O	-
aumentará	O	-
los	O	-
tipos	O	-
de	O	-
interés	O	-
,	O	-
sino	O	-
en	O	-
cuánto	O	-
los	O	-
incrementará	O	-
para	O	-
enfriar	O	-
una	O	-
economía	O	-
repleta	O	-
de	O	-
indicadores	O	-
positivos	O	-
.	O	-

Está	O	-
previsto	O	-
que	O	-
la	O	-
Reserva	O	-
Federal	O	-
,	O	-
presidida	O	-
por	O	-
Alan	O	-
Greenspan	O	-
,	O	-
emita	O	-
un	O	-
comunicado	O	-
sobre	O	-
la	O	-
decisión	O	-
de	O	-
tipos	O	-
de	O	-
interés	O	-
.	O	-

El	O	-
Comité	O	-
de	O	-
Asuntos	O	-
Bancarios	O	-
del	O	-
Senado	O	-
aprobó	O	-
ayer	B-DATE	2000-02-01
la	O	-
confirmación	O	-
de	O	-
Greenspan	O	-
como	O	-
presidente	O	-
de	O	-
la	O	-
Reserva	O	-
Federal	O	-
para	O	-
un	O	-
cuarto	O	-
mandato	O	-
.	O	-

El	O	-
encuentro	O	-
de	O	-
la	O	-
Reserva	O	-
Federal	O	-
sigue	O	-
al	O	-
anuncio	O	-
de	O	-
que	O	-
EEUU	O	-
ha	O	-
entrado	O	-
en	O	-
su	B-DURATION	P107M
107	I-DURATION	P107M
mes	I-DURATION	P107M
de	O	-
crecimiento	O	-
económico	O	-
ininterrumpido	O	-
,	O	-
en	O	-
la	O	-
expansión	O	-
más	O	-
prolongada	O	-
de	O	-
su	O	-
historia	O	-
,	O	-
acompañada	O	-
de	O	-
inflación	O	-
y	O	-
desempleo	O	-
bajos	O	-
y	O	-
entusiasmo	O	-
en	O	-
los	O	-
mercados	O	-
financieros	O	-
.	O	-

En	O	-
1999	B-DATE	1999
,	O	-
la	O	-
Reserva	O	-
Federal	O	-
subió	O	-
tres	O	-
veces	O	-
los	O	-
tipos	O	-
,	O	-
en	O	-
un	O	-
cuarto	O	-
de	O	-
punto	O	-
cada	O	-
vez	O	-
,	O	-
hasta	O	-
el	O	-
nivel	O	-
actual	B-DATE	PRESENT_REF
del	O	-
5,5	O	-
%	O	-
.	O	-

La	O	-
mayoría	O	-
de	O	-
analistas	O	-
esperan	O	-
una	O	-
subida	O	-
de	O	-
los	O	-
tipos	O	-
de	O	-
interés	O	-
de	O	-
un	O	-
cuarto	O	-
de	O	-
punto	O	-
.	O	-

*!-DCTVALUE="1998-12-01"-!*	O	-

La	O	-
reacción	O	-
de	O	-
la	O	-
afición	O	-
deja	O	-
a	O	-
Núñez	O	-
en	O	-
minoría	O	-
dentro	O	-
de	O	-
la	O	-
directiva	O	-
.	O	-

La	O	-
versión	O	-
oficial	O	-
es	O	-
que	O	-
el	O	-
entrenador	O	-
continuará	O	-
aunque	O	-
se	O	-
pierda	O	-
en	O	-
Riazor	O	-
.	O	-

El	O	-
malestar	O	-
se	O	-
generaliza	O	-
y	O	-
ahora	B-DATE	PRESENT_REF
todos	O	-
los	O	-
medios	O	-
coinciden	O	-
en	O	-
las	O	-
críticas	O	-
.	O	-

Van	O	-
Gaal	O	-
ha	O	-
agravado	O	-
el	O	-
cisma	O	-
que	O	-
vive	O	-
la	O	-
directiva	O	-
desde	O	-
hace	B-DURATION	PXM
tiempo	I-DURATION	PXM
.	O	-

La	O	-
reacción	O	-
del	O	-
público	O	-
en	O	-
el	O	-
partido	O	-
del	O	-
centenario	O	-
ha	O	-
reforzado	O	-
al	O	-
sector	O	-
partidario	O	-
de	O	-
la	O	-
destitución	O	-
del	O	-
técnico	O	-
.	O	-

El	B-DATE	1998-12-07
próximo	I-DATE	1998-12-07
Lunes	I-DATE	1998-12-07
la	O	-
junta	O	-
celebrará	O	-
su	O	-
reunión	O	-
mensual	B-SET	P1M
,	O	-
dos	B-DURATION	P2D
días	I-DURATION	P2D
después	O	-
del	O	-
partido	O	-
en	O	-
La	O	-
Coruña	O	-
.	O	-

El	O	-
resultado	O	-
influirá	O	-
en	O	-
el	O	-
desarrollo	O	-
de	O	-
la	O	-
junta	O	-
pese	O	-
a	O	-
que	O	-
oficialmente	O	-
la	O	-
continuidad	O	-
de	O	-
Van	O	-
Gaal	O	-
está	O	-
,	O	-
de	O	-
momento	B-DATE	PRESENT_REF
,	O	-
a	O	-
prueba	O	-
de	O	-
derrotas	O	-
.	O	-

Pero	O	-
la	O	-
realidad	O	-
es	O	-
que	O	-
el	O	-
margen	O	-
de	O	-
confianza	O	-
,	O	-
fijado	O	-
hasta	O	-
Navidad	B-DATE	1998-12-25
,	O	-
podría	O	-
romperse	O	-
precipitadamente	O	-
.	O	-

La	O	-
división	O	-
interna	O	-
crece	O	-
.	O	-

Antes	O	-
del	B-DATE	1998-11-28
Sábado	I-DATE	1998-11-28
,	O	-
un	O	-
amplio	O	-
número	O	-
de	O	-
directivos	O	-
ya	O	-
se	O	-
mostraban	O	-
muy	O	-
críticos	O	-
ante	O	-
la	O	-
situación	O	-
deportiva	O	-
del	O	-
equipo	O	-
.	O	-

La	O	-
respuesta	O	-
del	O	-
Camp	O	-
Nou	O	-
les	O	-
ha	O	-
dado	O	-
más	O	-
argumentos	O	-
para	O	-
justificar	O	-
la	O	-
necesidad	O	-
de	O	-
un	O	-
cambio	O	-
.	O	-

Josep	O	-
Lluís	O	-
Núñez	O	-
es	O	-
consciente	O	-
de	O	-
que	O	-
se	O	-
está	O	-
quedando	O	-
casi	O	-
totalmente	O	-
solo	O	-
en	O	-
su	O	-
defensa	O	-
del	O	-
proyecto	O	-
de	O	-
Van	O	-
Gaal	O	-
.	O	-

Su	O	-
silencio	O	-
es	O	-
significativo	O	-
.	O	-

En	O	-
un	O	-
momento	O	-
en	O	-
que	O	-
el	O	-
entrenador	O	-
necesitaría	O	-
una	O	-
muestra	O	-
pública	O	-
de	O	-
confianza	O	-
,	O	-
el	O	-
presidente	O	-
ha	O	-
desaparecido	O	-
de	O	-
escena	O	-
y	O	-
ha	O	-
dejado	O	-
este	O	-
papel	O	-
en	O	-
manos	O	-
de	O	-
sus	O	-
colaboradores	O	-
más	O	-
cercanos	O	-
.	O	-

En	O	-
este	O	-
sentido	O	-
,	O	-
las	O	-
palabras	O	-
de	O	-
Joan	O	-
Gaspart	O	-
responsabilizando	O	-
al	O	-
entrenador	O	-
de	O	-
la	O	-
necesidad	O	-
de	O	-
devolver	O	-
la	O	-
ilusión	O	-
a	O	-
la	O	-
afición	O	-
son	O	-
significativas	O	-
.	O	-

Es	O	-
el	O	-
primer	O	-
aviso	O	-
.	O	-

Oleada	O	-
a	O	-
las	O	-
que	O	-
siguen	O	-
defendiendo	O	-
su	O	-
labor	O	-
y	O	-
su	O	-
proyecto	O	-
de	O	-
futuro	B-DATE	FUTURE_REF
.	O	-

Existe	O	-
también	O	-
un	O	-
trasfondo	O	-
más	O	-
complejo	O	-
.	O	-

El	O	-
poder	O	-
que	O	-
el	O	-
técnico	O	-
ejerce	O	-
en	O	-
diversos	O	-
ámbitos	O	-
del	O	-
club	O	-
y	O	-
la	O	-
falta	O	-
de	O	-
protagonismo	O	-
de	O	-
casi	O	-
todos	O	-
los	O	-
directivos	O	-
han	O	-
erosionado	O	-
el	O	-
ambiente	O	-
interno	O	-
.	O	-

La	O	-
valoración	O	-
de	O	-
Jordi	O	-
Pujol	O	-
Ayer	B-DATE	1998-11-30
,	O	-
de	O	-
todos	O	-
modos	O	-
,	O	-
el	O	-
directivo	O	-
responsable	O	-
de	O	-
la	O	-
imagen	O	-
y	O	-
la	O	-
comunicación	O	-
del	O	-
club	O	-
,	O	-
Ramon	O	-
Fusté	O	-
,	O	-
negó	O	-
que	O	-
la	O	-
continuidad	O	-
del	O	-
técnico	O	-
esté	O	-
sujeta	O	-
al	O	-
partido	O	-
del	B-DATE	1998-12-05
Sábado	I-DATE	1998-12-05
:	O	-
``	O	-
El	O	-
futuro	O	-
de	O	-
Van	O	-
Gaal	O	-
no	O	-
depende	O	-
del	O	-
resultado	O	-
de	O	-
La	O	-
Coruña	O	-
``	O	-
.	O	-

``	O	-
Si	O	-
pierde	O	-
,	O	-
seguirá	O	-
``	O	-
,	O	-
aseguró	O	-
en	O	-
el	O	-
programa	O	-
La	O	-
Gradería	O	-
de	O	-
la	O	-
Cadena	O	-
